1	Genesis
1	Gen.
1	Ge.
1	Gn.
2	Exodus
2	Ex.
2	Exod.
2	Exo.
3	Leviticus
3	Lev.
3	Le.
3	Lv.
4	Numbers
4	Num.
4	Nu.
4	Nm.
4	Nb.
5	Deuteronomy
5	Deut.
5	De.
5	Dt.
6	Joshua
6	Josh.
6	Jos.
6	Jsh.
7	Judges
7	Judg.
7	Jdg.
7	Jg.
7	Jdgs.
8	Ruth
8	Rth.
8	Ru.
9	1 Samuel
9	1 Sam.
9	1 Sm.
9	1 Sa.
9	1 S.
9	I Sam.
9	I Sa.
9	1Sam.
9	1Sa.
9	1S.
9	1st Samuel
9	1st Sam.
9	First Samuel
9	First Sam.
10	2 Samuel
10	2 Sam.
10	2 Sm.
10	2 Sa.
10	2 S.
10	II Sam.
10	II Sa.
10	2Sam.
10	2Sa.
10	2S.
10	2nd Samuel
10	2nd Sam.
10	Second Samuel
10	Second Sam.
11	1 Kings
11	1 Kgs.
11	1 Ki.
11	1Kgs.
11	1Kin.
11	1Ki.
11	1K.
11	I Kgs.
11	I Ki.
11	1st Kings
11	1st Kgs.
11	First Kings
11	First Kgs.
12	2 Kings
12	2 Kgs.
12	2 Ki.
12	2Kgs.
12	2Kin.
12	2Ki.
12	2K.
12	II Kgs.
12	II Ki.
12	2nd Kings
12	2nd Kgs.
12	Second Kings
12	Second Kgs.
13	1 Chronicles
13	1 Chron.
13	1 Chr.
13	1 Ch.
13	1Chron.
13	1Chr.
13	1Ch.
13	I Chron.
13	I Chr.
13	I Ch.
13	1st Chronicles
13	1st Chron.
13	First Chronicles
13	First Chron.
14	2 Chronicles
14	2 Chron.
14	2 Chr.
14	2 Ch.
14	2Chron.
14	2Chr.
14	2Ch.
14	II Chron.
14	II Chr.
14	II Ch.
14	2nd Chronicles
14	2nd Chron.
14	Second Chronicles
14	Second Chron.
15	Ezra
15	Ezr.
15	Ez.
16	Nehemiah
16	Neh.
16	Ne.
17	Esther
17	Est.
17	Esth.
17	Es.
18	Job
18	Jb.
19	Psalms
19	Ps.
19	Psalm
19	Pslm.
19	Psa.
19	Psm.
19	Pss.
20	Proverbs
20	Prov.
20	Pro.
20	Prv.
20	Pr.
21	Ecclesiastes
21	Eccles.
21	Eccle.
21	Eccl.
21	Ecc.
21	Ec.
21	Qoh.
22	Song of Solomon
22	Song
22	Song of Songs
22	SOS.
22	So.
22	Canticle of Canticles
22	Canticles
22	Cant.
23	Isaiah
23	Isa.
23	Is.
24	Jeremiah
24	Jer.
24	Je.
24	Jr.
25	Lamentations
25	Lam.
25	La.
26	Ezekiel
26	Ezek.
26	Eze.
26	Ezk.
27	Daniel
27	Dan.
27	Da.
27	Dn.
28	Hosea
28	Hos.
28	Ho.
29	Joel
29	Joe.
29	Jl.
30	Amos
30	Amo.
30	Am.
31	Obadiah
31	Obad.
31	Oba.
31	Ob.
32	Jonah
32	Jnh.
32	Jon.
33	Micah
33	Mic.
33	Mc.
34	Nahum
34	Nah.
34	Na.
35	Habakkuk
35	Hab.
35	Hb.
36	Zephaniah
36	Zeph.
36	Zep.
36	Zp.
37	Haggai
37	Hag.
37	Hg.
38	Zechariah
38	Zech.
38	Zec.
38	Zc.
39	Malachi
39	Mal.
39	Ml.
40	Matthew
40	Matt.
40	Mat.
40	Mt.
41	Mark
41	Mrk.
41	Mar.
41	Mk.
41	Mr.
42	Luke
42	Luk.
42	Lk.
43	John
43	Joh.
43	Jhn.
43	Jn.
44	Acts
44	Act.
44	Ac.
45	Romans
45	Rom.
45	Ro.
45	Rm.
46	1 Corinthians
46	1 Cor.
46	1 Co.
46	I Cor.
46	I Co.
46	1Cor.
46	1Co.
46	I Corinthians
46	1Corinthians
46	1st Corinthians
46	First Corinthians
47	2 Corinthians
47	2 Cor.
47	2 Co.
47	II Cor.
47	II Co.
47	2Cor.
47	2Co.
47	II Corinthians
47	2Corinthians
47	2nd Corinthians
47	Second Corinthians
48	Galatians
48	Gal.
48	Ga.
49	Ephesians
49	Eph.
49	Ephes.
50	Philippians
50	Philip.
50	Phil.
50	Php.
50	Pp.
51	Colossians
51	Col.
51	Co.
